session,user,Cluster,Distance,Distance Cluster 1,Distance Cluster 2,Distance Cluster 3,Distance Cluster 4,Distance Cluster 5,Distance Cluster 6,Distance Cluster 7,Distance Cluster 8,Distance Cluster 9,Distance Cluster 10
session_3074151283,user15,4,1.1626146285,90.288138686,38.779164426,5.5128147486,1.1626146285,6.6762562195,150.33920035,14.627809476,1.7017709331,18.16213918,46.561724142
session_3077149461,user15,7,2.2750443541,99.834481259,47.163121513,19.90748559,4.8492016322,5.4880520679,162.69010415,2.2750443541,15.813422626,12.964171196,33.207086394
session_3102058551,user15,8,1.7089659557,80.328976307,40.502824269,3.2693395278,4.402636282,8.6895393271,140.62433997,21.838962369,1.7089659557,25.83467165,48.381019955
session_3155649031,user15,8,0.7212866959,107.25592301,55.096081074,8.7447499964,4.8855749333,15.253621447,161.58864679,25.559771235,0.7212866959,29.998169171,68.391959007
session_3182497712,user15,4,0.7267310722,90.222925545,40.949682822,6.5984832275,0.7267310722,5.2984823234,156.1458128,11.958841444,2.4071118041,17.830377208,44.340673828
session_3343831517,user15,4,1.4385934689,84.084149296,46.468044768,6.1465970708,1.4385934689,4.0064517785,135.41070197,11.829098017,3.416652286,18.744816879,40.382606821
session_3393326634,user15,4,0.8015161928,89.195320049,39.817466595,9.9978485154,0.8015161928,2.9143184948,152.96285661,5.4798609882,6.7278117776,14.646676442,35.21790238
session_3414033414,user15,8,1.1587619933,80.3250541,41.551180345,2.4911837091,4.2501300781,8.7133825131,129.67234615,22.70737071,1.1587619933,23.744383646,48.897126657
session_3450602680,user15,9,5.604084315,134.88385522,72.273798522,50.410374422,25.923646509,25.295959723,191.65794994,13.130378678,44.127855487,5.604084315,42.33017944
session_3484133504,user15,5,3.200113043,68.120087215,22.982540368,7.1711016341,6.0617835833,3.200113043,138.56466234,11.802516824,10.673162579,19.338468916,27.906374053
session_3603344105,user15,8,0.3995162673,104.71737141,53.5680689,7.7381078659,5.7656670902,16.294613725,160.93450642,28.360716316,0.3995162673,29.469858867,68.939736951
session_3641521673,user15,5,9.8421041315,40.996155904,51.458037391,14.936347105,21.896707404,9.8421041315,90.619719715,25.931300893,26.983295969,33.929464869,16.403011021
session_3691894965,user15,3,4.9609520397,79.923004294,51.751639647,4.9609520397,11.954782902,16.121883304,108.73657684,35.470028948,5.1830757706,38.289918519,60.09725063
session_3699092726,user15,8,0.3654987452,95.980527796,47.547435075,5.9742911193,2.1989124755,9.9322146493,153.29933885,19.435670822,0.3654987452,22.193628748,55.134022188
session_3704248627,user15,9,15.128386195,56.095109901,28.461179152,17.82561343,24.678018291,16.670438453,147.77171022,32.407407838,27.746578126,15.128386195,25.210931774
session_3707088535,user15,4,1.0320784473,99.834953301,39.290408832,8.5210746309,1.0320784473,7.8059503468,162.0369521,12.826126653,2.7341066005,18.069407632,50.152076656
session_3789499828,user15,4,0.667108346,84.4731711,37.703050346,6.5810139694,0.667108346,3.2260039041,149.46002431,9.1438271499,4.0263056531,15.429121875,37.175042164
session_3791802350,user15,9,1.6831827251,116.63904771,56.038897653,24.795021281,11.788264919,17.193419114,173.76060318,17.558300521,17.948602319,1.6831827251,49.625272272
session_3800022350,user15,8,0.8226998724,97.981363091,47.166366753,6.8038919124,2.0150449155,9.8971240055,154.80050734,18.272980528,0.8226998724,22.008162436,54.967654037
session_3808395680,user15,1,31.925274677,31.925274677,132.4521102,153.13080952,226.46340848,177.41778276,104.61198207,246.21069608,215.5747639,248.59772349,127.25704055
session_3814755566,user15,4,0.3381187759,98.887367954,47.832087609,8.5611842396,0.3381187759,6.695183403,153.59819063,11.542337224,2.2950465351,17.776559513,48.550418267
session_3879503861,user15,9,1.168010382,126.93544147,65.932239214,33.670187166,16.677072256,21.443113918,184.27678679,18.330850091,25.779813319,1.168010382,51.495169105
session_4098569257,user15,4,1.1940742562,85.537736942,41.443306384,7.9846723718,1.1940742562,3.1883881957,147.41400804,8.5527565892,5.3237302191,15.981183666,37.024934909
session_4119002624,user15,8,0.8446363483,98.39061646,47.914841523,7.1423999391,1.5126786293,8.7758650138,156.70132212,16.52347058,0.8446363483,21.377520861,54.180289007
session_4163559399,user15,8,0.2393276899,105.372357,52.587373016,7.9021522812,3.9348230237,14.196035915,161.44332881,24.188899788,0.2393276899,26.106987702,65.216719803
session_4254155450,user15,8,0.6090247955,100.44952133,51.718360172,6.9925292938,4.5885760926,13.510967752,154.45062277,25.012568032,0.6090247955,24.985220247,62.916954845
session_4269843232,user15,4,1.1690292672,100.45506376,49.441120492,8.9849968555,1.1690292672,8.4025270666,154.91229711,13.896485694,2.6087949262,17.254567177,50.67120425
session_4290136840,user15,8,0.8737762872,111.21027153,56.923097012,9.6085637732,6.3563535846,18.221767633,166.59615796,29.497078175,0.8737762872,27.757280386,72.678111731
session_4386624259,user15,9,8.5299914431,106.77414278,55.681403478,17.035345185,12.799942121,19.935096285,160.54428922,29.488194337,11.704455035,8.5299914431,58.589530757
session_4430793234,user15,8,0.3361159454,95.874599994,47.365899811,5.8829075144,3.4635269246,11.41634977,158.13801231,22.440527659,0.3361159454,24.52646283,58.345342144
session_4480398495,user15,4,1.151154032,106.01487392,51.113304913,9.2168232492,1.151154032,9.9071712638,160.44274883,15.540381489,1.2894065805,20.167280847,56.850720338
session_4530314996,user15,8,1.0135368967,81.930082404,40.309814848,2.8789431444,3.0867304147,7.7535511867,135.84359904,20.191453818,1.0135368967,21.16071582,47.193958369
session_4659905162,user15,4,2.2129424517,79.064793529,43.872802466,8.6811628413,2.2129424517,2.2142970502,136.68967231,7.4600583313,7.7936811665,15.171605773,30.279242893
session_4687655362,user15,4,0.9925594829,102.68121994,48.906044346,8.3484919694,0.9925594829,9.083443114,158.87923963,15.171126285,1.1532979469,19.389592806,54.540345268
session_4762909710,user15,4,1.089166714,110.04245234,51.051023483,15.815786912,1.089166714,6.8686772003,166.07161178,5.1714428538,7.7696517194,14.907352505,46.140836166
session_4767647380,user15,8,0.5363505494,94.666046246,49.614045066,5.332820564,6.4802049522,14.897957263,147.9825826,29.479503709,0.5363505494,29.346472146,64.119962861
session_4896261465,user15,4,0.5283171304,103.35363307,48.722560087,10.790285227,0.5283171304,7.2284550371,158.84075186,10.172041839,3.8688519201,15.979683455,48.635498593
session_5013071788,user15,4,1.7922237477,84.593773956,46.074008127,8.0342127958,1.7922237477,4.265634016,151.25284412,10.387530353,5.0717336795,18.17305654,38.031043875
session_5014558229,user15,8,0.5925224188,85.616103451,42.709126393,3.7235681652,2.9662610498,8.5631973778,148.15254857,20.495996859,0.5925224188,22.950133502,50.378994665
session_5023081923,user15,4,4.0293979737,100.87214001,46.125668843,15.063047369,4.0293979737,8.8027720493,157.57566521,9.66377371,10.254010327,16.849273998,42.427518609
session_5061431542,user15,8,0.5489672904,107.84035453,52.481515318,8.861505395,2.611760413,12.704435621,163.46212563,20.445611645,0.5489672904,23.235563315,62.866550751
session_5071023384,user15,4,0.2978761999,93.740517657,40.959740256,9.6035298397,0.2978761999,3.9338223601,152.69948503,6.7615898387,5.1952897817,14.717296604,39.743631358
session_5189592832,user15,4,0.7753061804,104.0340639,46.525588968,9.1126662435,0.7753061804,8.7903836224,161.96288628,13.723910643,1.8944921458,18.08945957,53.497322453
session_5260658178,user15,5,4.1584413166,80.152399469,29.789704542,18.126669095,9.1300464129,4.1584413166,150.22557889,4.750913403,20.320258862,15.148823188,22.733867522
session_5262714625,user15,8,0.9609000635,101.56580334,47.821457507,7.8564504317,1.213537708,9.3966287432,159.16469783,16.083827488,0.9609000635,20.29072196,54.879780327
session_5269315187,user15,9,9.3297427276,74.576621596,37.030572602,33.00871129,27.837744053,16.498260264,145.70170721,19.835429738,41.309383613,9.3297427276,17.10725551
session_5277489290,user15,4,0.9197511653,110.83047854,52.420167448,15.066978925,0.9197511653,7.4436819462,166.91754302,6.7126621217,6.6502763773,15.264478982,48.626689063
session_5312030236,user15,4,0.4814760852,102.26006521,48.986798728,12.782444168,0.4814760852,5.2213188449,155.97166925,5.7696231289,6.3277324609,14.699199842,43.043971498
session_5434871430,user15,5,2.0847925161,82.233480468,35.852686049,10.670000088,2.3610613778,2.0847925161,148.20738995,4.7205619099,9.764899687,13.777256841,28.629683252
session_5496146582,user15,4,1.3929765043,107.44024263,48.109811926,15.244195669,1.3929765043,6.3933754789,166.31788723,5.4272033761,7.9600198514,14.905710815,45.185193882
session_5527787820,user15,9,1.907218521,104.58834238,52.200773834,33.303456028,18.551104953,16.127196615,168.84438708,12.576540581,31.844397789,1.907218521,30.975345248
session_5552010543,user15,7,2.1522149067,89.25917754,47.455530581,18.08551375,5.1829688794,3.6705582836,154.28781551,2.1522149067,16.070967578,13.848678047,26.844322011
session_5594141097,user15,2,13.249046985,82.393154256,13.249046985,55.445184489,81.880216329,73.200261328,197.53792308,102.2885019,75.463235316,100.61109675,89.476869538
session_5609915148,user15,4,1.1380036784,108.75945149,51.084786662,15.11232045,1.1380036784,7.2353149356,164.74172652,6.3831674184,7.4396565587,14.450580336,46.25107585
session_5625245190,user15,4,2.3254862657,83.536896064,30.583147218,5.7641197361,2.3254862657,5.1902519892,149.54604896,13.092213425,4.3060938275,16.889332803,40.18680535
session_5695398064,user15,9,5.3640384348,106.26636421,56.777330856,18.837449236,12.40421404,18.519843757,161.44984354,25.764210042,13.797434352,5.3640384348,53.149023895
session_5700842190,user15,1,11.891711879,11.891711879,73.62582653,66.277836905,99.149646809,66.439273309,131.29751059,102.39073411,102.11524609,109.36180928,35.012388827
session_5806761857,user15,9,2.4625644412,107.54613681,54.022268839,21.119199796,11.37774206,15.674645759,161.64393895,19.077349676,16.053901257,2.4625644412,46.996257648
session_5937234123,user15,8,1.672625823,93.712709662,48.405052826,6.3275384909,1.8821942987,7.8475791927,134.06174054,16.311950249,1.672625823,20.969796725,50.475845983
session_5958024081,user15,3,0.8475603532,56.120354657,29.397530182,0.8475603532,7.3133590009,5.2622241112,122.62587816,22.003950584,6.0875518577,25.442171024,32.53667357
session_5958053029,user15,3,2.1129736854,68.546782686,42.780360592,2.1129736854,10.838661871,12.743346381,109.90503341,32.981951849,4.8294299717,35.835733671,51.392419057
session_6012071835,user15,4,0.4122204735,93.665199992,47.642328768,8.8124816641,0.4122204735,4.6891567656,149.07532546,9.2180761733,3.869443487,14.848610148,42.354855762
session_6072617684,user15,7,7.9603935082,136.91734935,76.567377471,55.757540323,27.507976439,24.859490277,191.08165152,7.9603935082,50.025142402,25.998076606,41.5369
session_6098710070,user15,8,0.3236068119,100.83574499,50.021679372,7.0241857418,2.4131822765,10.891643598,153.96470473,19.939345056,0.3236068119,22.252704865,58.55984839
session_6102555994,user15,4,0.6526139899,106.42664355,50.263548917,11.656096183,0.6526139899,8.0363834888,162.69604827,10.311382112,3.9910758235,18.79756693,51.063152972
session_6112730640,user15,4,0.4100707158,101.68278564,46.817021343,10.921459656,0.4100707158,6.498535475,157.08842258,8.7714807911,4.5310378089,15.689022812,45.9389697
session_6189139492,user15,4,0.2371699567,95.511725831,43.443323471,9.5271049417,0.2371699567,4.7239538581,158.15632217,7.9744357243,4.3369972593,15.723040347,42.427503044
session_6204270623,user15,3,1.0300919356,61.648570798,34.00477746,1.0300919356,6.3396051038,5.7556880423,128.57738367,22.156423128,4.3074802771,24.257640958,36.664849941
session_6229504825,user15,8,1.236525963,98.823659928,50.22158853,7.1409942212,2.0949255314,9.6749065277,141.46957645,17.864970583,1.236525963,21.743778888,54.820876809
session_6237417362,user15,8,3.1741708396,88.941695975,37.417722676,5.270930024,10.622740268,17.969926585,153.30201853,35.271771515,3.1741708396,35.912047368,65.681251435
session_6275600731,user15,8,0.7303770129,99.485736872,47.224920934,7.0461313643,1.7278920389,9.811595928,154.92694955,17.680931208,0.7303770129,21.421889038,55.275561014
session_6303895598,user15,4,0.7587132727,98.610524257,45.556766799,11.262527658,0.7587132727,5.6859139117,155.54415152,7.5811416063,5.7465334434,15.680041714,42.502377803
session_6320970139,user15,8,1.2910917396,107.41395319,51.528494386,9.4582166992,1.5960068503,11.007441553,162.72054534,16.978340824,1.2910917396,18.840047953,58.219943347
session_6349231133,user15,5,2.2105627852,68.816760487,25.390557388,6.319034607,4.193963611,2.2105627852,147.90701329,10.166239797,8.6718269214,17.851561867,27.419350765
session_6358907924,user15,3,2.5914431999,47.55705026,35.179666422,2.5914431999,19.510362859,16.631924181,109.05242417,43.248798684,11.83757697,45.428880642,45.665881028
session_6464183153,user15,8,0.4247386982,108.31931418,53.455731185,8.8254172759,3.2984434222,13.796352286,163.75054093,22.366646349,0.4247386982,24.447506614,64.966871231
session_6493162292,user15,8,0.2917206828,105.14050769,52.315334119,7.8520098661,3.6647582445,13.705151732,158.01081302,23.423662879,0.2917206828,24.243782534,63.93736223
session_6493825861,user15,4,0.8694091393,104.64421373,47.172775643,10.933139079,0.8694091393,7.7599181223,163.79103505,10.968041473,3.7508012369,16.832696793,50.65518691
session_6509364535,user15,8,0.6606998862,97.647123767,46.554796097,6.6746710685,2.0471701613,9.452865711,157.57831099,18.173634526,0.6606998862,21.805901829,55.33232516
session_6564838742,user15,9,5.4688053818,110.92185391,53.09038346,20.77616371,13.251041525,20.204735992,168.21909845,25.860626094,15.369876578,5.4688053818,54.627849159
session_6568302079,user15,7,4.9585792786,118.27424594,55.471621252,25.913275342,6.9644498865,11.6262228,174.13999477,4.9585792786,18.370439145,17.463360965,44.355744676
session_6585951540,user15,8,0.1668573889,98.615982478,47.340272109,6.2527728046,3.2670849581,11.65674117,156.61554298,22.102115986,0.1668573889,24.913990904,59.882250338
session_6642571880,user15,9,6.3678455416,94.475267202,50.598464968,17.110943534,14.040496996,17.895103264,158.28592864,27.585121979,15.228513268,6.3678455416,47.133911016
session_6657360579,user15,4,1.6471688122,110.5327216,52.046281138,16.982005963,1.6471688122,7.2043061443,165.53544017,4.8945902523,9.1814651463,14.103869838,45.055343415
session_6679825465,user15,8,1.0706774211,96.772901163,52.606664541,6.2852594857,4.8787595955,12.678439683,135.02279383,24.66994343,1.0706774211,27.376639268,60.679907709
session_6705777193,user15,7,2.0867893554,90.452984188,41.748208642,15.573862469,3.3222729355,3.0799480608,155.29270736,2.0867893554,13.097913233,13.477546582,29.261601548
session_6709002971,user15,9,5.4644410428,107.10020373,57.206273052,19.5565458,11.857590587,16.964171319,162.92181181,22.992404519,14.046800176,5.4644410428,51.985832297
session_6751955279,user15,8,3.4144663697,103.67493724,58.694021561,9.2518941382,13.777187127,25.180426202,158.21366726,43.772764406,3.4144663697,43.753706211,82.131003085
session_6761125013,user15,4,0.2686648829,100.03267306,48.976989804,10.184480986,0.2686648829,6.1794862543,154.14831056,9.2983467506,3.8735913073,15.427311032,45.772045391
session_6869635181,user15,8,1.1739388411,78.192067629,43.122146972,2.3444611977,4.3248265382,8.1697687973,132.06327834,22.494145317,1.1739388411,25.634376385,48.184719584
session_6871552747,user15,8,0.1465655139,100.74944497,50.005672929,6.7104536012,3.6783790059,13.011348844,157.30609283,23.599858705,0.1465655139,25.494122549,62.009311356
session_6873559742,user15,8,0.7918742096,80.248341644,40.201203011,2.42517637,4.0645556582,8.7413413395,141.84568601,22.699569868,0.7918742096,24.673156017,49.45169907
session_6896514118,user15,7,4.0794964243,79.289160073,39.643281573,23.349281109,12.354886005,5.3273643084,155.49103194,4.0794964243,26.078664665,18.576554254,18.989679241
session_6899922431,user15,8,2.3267944635,96.133950567,45.855851155,6.4836964107,10.642646831,20.013372117,158.63012831,37.201101341,2.3267944635,38.350408001,72.384621074
session_6928670101,user15,8,0.5012127743,85.69357972,43.013402661,3.2475686056,4.9569326929,11.361542017,144.11818564,25.734558003,0.5012127743,26.986234535,55.479088696
session_7035039573,user15,4,0.6225177609,89.695551322,40.75185655,9.3277565237,0.6225177609,3.3104637329,147.56379378,6.4811849237,5.9567520449,13.371087214,36.167188921
session_7071815036,user15,4,0.9424986731,89.668995307,43.205241728,5.3557766242,0.9424986731,6.192963134,149.00381041,14.468738233,1.1689945773,19.627782485,46.91803296
session_7096197451,user15,10,9.7308382244,28.364984676,47.360227439,55.680451704,69.598262005,37.735066261,97.95518669,54.502689029,84.59265588,71.241474262,9.7308382244
session_7117038660,user15,8,0.7264628447,106.24347415,50.986492874,8.6301104349,2.4313995123,12.147173594,161.81122393,19.651078732,0.7264628447,22.525895479,60.868922914
session_7273659828,user15,9,1.6530527254,129.36764049,67.131207488,38.986067659,18.226767985,20.957981179,186.40947388,13.448110312,31.491171997,1.6530527254,45.8130237
session_7303796023,user15,3,1.8319586523,74.260901203,36.465476868,1.8319586523,6.9743003611,10.43653995,137.13433017,27.287429981,2.3536628343,30.96158641,50.638971791
session_7323696974,user15,4,1.53353997,109.53965252,53.15727145,11.448010252,1.53353997,10.191582205,166.26578604,14.251879739,2.8840129618,19.131420564,56.89976283
session_7331556356,user15,2,3.3813259095,67.241895325,3.3813259095,45.174289252,65.435882294,53.149945859,175.29298835,75.595214649,65.259643749,80.499339063,61.07404264
session_7394343234,user15,4,0.0628396344,97.331555136,45.708536856,9.5989194872,0.0628396344,5.0287508966,155.4414527,8.2683570993,3.890510259,15.945327078,43.974226146
session_7455174174,user15,8,0.180510583,97.230137063,46.902630031,5.9895859808,2.4050789758,10.486371745,153.88049834,20.166165229,0.180510583,23.078673278,56.825426045
session_7471072415,user15,3,0.8037434103,48.952045005,27.591572346,0.8037434103,12.542629642,9.0424544084,119.11279465,30.57450729,8.5948437786,32.767791667,35.913511958
session_7526298886,user15,8,0.8958305553,92.869322348,37.717259038,5.1573841269,2.8038219093,9.6642136287,154.31065477,19.614182601,0.8958305553,23.080314185,53.733815789
session_7555598248,user15,8,0.5796822565,97.820703025,46.138541435,6.6153389435,1.5098235905,8.8940373446,155.10081161,16.988894903,0.5796822565,21.464836629,54.323022439
session_7567994107,user15,8,1.1880575143,110.11523296,57.988328776,9.3993452268,8.2128984601,20.348228366,163.52331361,33.574621551,1.1880575143,33.343487994,76.384184505
session_7644891163,user15,8,0.2976302797,103.32821997,51.584803774,7.3078059651,5.1679479363,15.315604326,159.58063188,27.00221842,0.2976302797,28.414583884,66.869447118
session_7690305433,user15,9,0.6875531071,109.4749564,52.152620918,24.089441099,12.379795467,15.860408921,169.25219252,17.002990517,19.290013651,0.6875531071,44.238511021
session_7752667666,user15,8,0.9706933412,90.783268574,46.566337416,5.0904700442,4.3227618555,10.844232974,148.5846327,23.195823784,0.9706933412,28.024233047,56.888652941
session_7758608287,user15,9,13.264206886,81.782212617,51.734085951,16.596435081,21.380521716,21.92829742,122.07909086,38.706145398,19.544496996,13.264206886,48.170764275
session_7761818276,user15,8,0.8135838738,108.05040671,54.78967103,8.760413436,5.9069115059,17.326870447,163.66290902,28.523308189,0.8135838738,31.375938829,70.909235414
session_7779665504,user15,4,0.300976497,88.909822687,39.9384459,6.5488529797,0.300976497,4.2642192234,150.29747074,10.243391611,2.8149636595,17.000779343,41.688206487
session_7800181258,user15,5,7.6746331133,37.158061157,41.636207444,7.9183612639,18.215520358,7.6746331133,93.819860878,27.139728003,19.668487055,34.152531426,20.150209802
session_7800269296,user15,8,0.2673246122,96.324675236,47.098005022,5.9203865397,2.464255847,10.350896869,153.96893583,20.189947763,0.2673246122,21.485546214,55.802095429
session_7817103073,user15,5,1.1618031026,55.705889454,32.105646472,7.6251055241,7.6482689064,1.1618031026,127.76985771,10.816950238,13.48495691,22.797201229,18.971793955
session_7818234002,user15,9,12.465435677,65.167692008,30.48878712,20.854770127,26.980845074,19.872199312,137.5618935,35.115245269,29.93459719,12.465435677,30.792179863
session_7840296552,user15,7,4.3138565617,84.83608477,46.440506748,20.515152488,9.8095533318,4.9070110921,122.71880288,4.3138565617,21.439574301,20.921698992,25.188813925
session_7853127933,user15,4,3.2238561237,77.223995168,40.728853194,5.8781466517,3.2238561237,3.9916608629,121.19860577,12.751484487,5.9696246414,20.928790183,36.070780052
session_7944252331,user15,9,1.9615700925,130.53953334,67.888955559,37.909614178,17.72259884,21.35741951,188.32719271,14.819360376,29.820309619,1.9615700925,48.762865117
session_7967310508,user15,4,3.1624150904,99.464435672,48.427719548,16.73461312,3.1624150904,5.624749038,153.7079085,4.0197857179,12.169453881,13.634350872,35.885877077
session_7979911880,user15,1,8.5488341516,8.5488341516,32.396913301,22.59317089,48.860630428,26.559376517,78.940790422,57.534591857,49.022159401,63.745847807,18.536035237
session_7989414599,user15,4,0.9551935331,89.754509756,37.786478558,8.7904797932,0.9551935331,3.614238959,151.86084656,7.6704918066,5.4874528255,15.615088946,38.637487515
session_8048990636,user15,4,0.6382522616,95.291860753,46.270211909,7.5893375563,0.6382522616,6.4056129277,151.17762114,12.29186502,2.1495127668,18.564506566,47.381433941
session_8057976280,user15,8,0.4348668633,104.95381153,53.694843033,7.9774609227,3.8981054883,13.610211455,156.57647035,23.580588844,0.4348668633,25.946627619,64.617690294
session_8091715457,user15,9,2.4196583722,134.34421081,71.191540109,44.459463383,22.676366837,25.234796715,188.7870587,16.454727786,37.174039323,2.4196583722,47.294532283
session_8315992939,user15,4,1.1125015736,91.28453428,47.18980882,6.1639601002,1.1125015736,6.6504689521,144.99680413,14.469143397,1.5903699645,19.504706174,47.219357682
session_8351091371,user15,8,0.8964036077,109.31415458,56.45303719,9.2031958434,6.0362049595,17.533677028,165.01339819,28.6658685,0.8964036077,31.574272474,71.933904273
session_8423329764,user15,4,4.1185751126,74.691346801,22.460342113,4.4311580864,4.1185751126,4.9150700529,144.08321109,14.844767276,5.6747142765,19.206830075,36.495673106
session_8553270286,user15,4,0.630982693,87.473443426,42.317307588,8.7251418192,0.630982693,3.0232782284,149.60928489,7.0450269233,5.5350239141,14.997612192,36.198023593
session_8557723888,user15,8,0.405471722,100.80056077,49.414596932,6.9547516453,2.6003583013,11.477637101,154.00893779,20.61486146,0.405471722,22.945910021,58.852958946
session_8652341184,user15,5,3.3683740733,79.919374329,27.078161727,14.401322768,6.4597754046,3.3683740733,146.18175199,4.7152333956,15.906992687,18.197033771,25.245945446
session_8666287398,user15,4,0.8634504376,110.11791415,52.327843212,11.757113698,0.8634504376,9.4599000802,165.90027972,12.374370962,3.0878066884,17.119150316,54.916871017
session_8671492463,user15,4,2.3410981986,104.91172709,50.715585155,16.978753179,2.3410981986,6.0497800376,157.93260181,4.0697487624,10.835335783,11.873006506,39.705760238
session_8691825471,user15,9,1.9632560195,118.07240042,62.119568873,38.875778993,20.095373542,19.390472641,179.29032345,12.823374076,34.675537009,1.9632560195,37.228773636
session_8740037149,user15,8,0.5738728473,99.049063776,51.742405675,6.3914063154,6.370418618,15.903890836,153.2622915,29.515441613,0.5738728473,32.36108415,67.264675714
session_8769036224,user15,5,1.3948291806,72.122928442,43.944424629,10.674702266,5.1718847704,1.3948291806,128.25338343,7.0055022607,12.041458591,17.816149267,24.935610109
session_8769983957,user15,3,3.6205789609,48.461811286,16.781530376,3.6205789609,19.126113989,14.843626643,124.39427928,38.740089958,13.806559665,38.950193838,40.858099473
session_8799729281,user15,3,5.9056400089,61.780866472,48.676935458,5.9056400089,19.941517326,18.73886542,85.949467938,43.775875678,12.325519027,42.34576214,53.386918902
session_8850456125,user15,4,0.8498349395,81.471740239,37.212566026,5.2354868341,0.8498349395,2.9984041614,143.57696725,10.42163962,3.3560338524,17.129459206,37.52298041
session_8901928958,user15,5,1.4747684891,75.693085609,33.608884336,9.88281007,3.4147340515,1.4747684891,149.67784467,5.7326760611,10.479111741,15.511709798,26.189344068
session_8934034457,user15,8,1.1524199641,100.92870572,47.978902558,7.8244705919,1.3872711456,9.5019226063,157.05943437,16.317069915,1.1524199641,20.387335501,54.472752905
session_8957866546,user15,4,0.3691697162,92.862716704,45.004567692,7.7837120755,0.3691697162,5.3595628482,155.24201863,10.708606253,2.8975412697,16.493502643,43.832997036
session_8993262613,user15,4,0.5564667667,104.23424453,48.775589265,12.221035971,0.5564667667,6.7284851724,159.26086311,7.998349038,5.2161769192,14.455199653,46.042161054
session_9007689859,user15,9,9.1736547354,66.838331001,31.04005198,17.381027614,19.810015769,14.833504795,151.159675,26.905527377,23.980348455,9.1736547354,27.272908239
session_9027946995,user15,4,1.7083054749,81.699708958,29.647352326,6.021907006,1.7083054749,3.4694561669,147.1015362,10.189041489,4.9572498236,17.065039964,36.652408174
session_9104752580,user15,8,0.8578828077,99.560317669,52.26681081,6.6791531014,7.6705574392,17.794409204,156.99876077,32.505284122,0.8578828077,31.963471404,69.359378152
session_9146515724,user15,4,1.5748106079,75.627326422,34.197967556,3.8378865453,1.5748106079,2.9416640136,138.21891137,11.979163528,3.5674883406,18.091130203,35.28685736
session_9200040112,user15,9,6.1110233822,90.243465771,42.341880009,20.363928919,19.503884323,20.462687578,156.70623046,31.166410734,21.456926002,6.1110233822,44.404876764
session_9295143657,user15,3,3.7621092272,37.534831015,27.656218783,3.7621092272,15.088839791,6.4986689012,111.98184085,26.635198149,14.958805367,32.233231706,22.587664568
session_9322710701,user15,5,7.5851740256,34.867717398,29.196583877,15.148998305,22.406723571,7.5851740256,113.43749121,22.391043309,29.754084574,26.726373428,7.8457351208
session_9411417025,user15,4,0.4370457558,94.855598389,42.845284721,8.4069609424,0.4370457558,5.7164708696,155.04937606,10.163843813,3.3970957693,16.857025091,44.17733867
session_9485800222,user15,7,12.89064467,107.80364069,76.597594123,60.761921271,39.15386803,25.303025543,166.05609843,12.89064467,64.162901186,33.973211485,23.534672948
session_9501338931,user15,9,4.7365110258,108.54479711,50.32905085,19.244694711,12.27073667,18.692866141,168.65455897,24.934101304,14.103626651,4.7365110258,53.647326578
session_9505884451,user15,4,1.3490002009,109.2413683,51.023827031,16.259245366,1.3490002009,6.6824848265,165.89168881,4.8267061668,8.5926099967,13.726922096,44.719055634
session_9657892306,user15,7,4.4509528513,118.3550996,66.368572327,46.674842504,22.674135086,17.80621582,174.62488079,4.4509528513,43.814658063,22.318465102,31.084396498
session_9680819394,user15,8,0.2839726236,87.439863725,43.090556411,3.7375931456,3.2426836713,9.2332010578,145.38557162,21.476290094,0.2839726236,24.520795446,52.900952838
session_9729063367,user15,3,0.8421022881,64.434714811,29.389531309,0.8421022881,7.8697607566,8.3557649131,131.13213017,26.140270808,4.0479637633,28.480485374,42.815330063
session_9734404751,user15,8,0.5173572122,107.64333943,54.613173616,8.5588265168,5.1569529552,15.96909399,160.54027954,26.645090159,0.5173572122,28.648779013,68.909533789
session_9767538073,user15,8,0.4728779632,86.615271412,43.821988491,3.5824033306,3.8558210593,9.8750208026,142.12963402,22.807878492,0.4728779632,27.540717648,54.067176238
session_9795347408,user15,4,1.9222192732,78.297728794,33.240275378,4.1026935886,1.9222192732,3.950178467,141.3244644,13.232160846,3.4150378944,18.41865544,38.223865765
session_9809839685,user15,1,7.68663271,7.68663271,47.278300786,66.174850787,116.54114911,84.39675001,98.900232241,134.36088483,109.13175134,134.83279069,60.625147989
session_9812281532,user15,8,1.0766658371,97.420015894,46.350539427,6.7422500536,2.4050707656,10.37170902,155.00832608,19.02626576,1.0766658371,24.446996666,55.640802517
session_9844037738,user15,8,0.5865059149,96.262610147,46.22799806,6.1924259998,1.5645116058,8.8706050874,150.97938763,17.332295394,0.5865059149,20.429816267,53.129437863
session_9905998143,user15,10,12.293002438,63.188703151,55.890523965,51.218904365,51.676273289,31.159902241,97.881763796,37.672710952,68.751920475,28.806879101,12.293002438
session_9921687223,user15,5,2.0444435991,83.966139793,38.805644607,13.005860073,3.204022984,2.0444435991,142.09241394,3.0574838347,12.115831562,13.814726686,26.931323303
session_9955756216,user15,9,4.283934803,134.68953913,71.583601436,46.792640218,23.023004802,23.729957867,192.0359122,12.804620421,39.53595245,4.283934803,44.495788133
session_9983042278,user15,8,2.1236263762,106.65237706,58.721036109,9.0378787904,10.930424042,22.760227731,156.55055266,38.884183902,2.1236263762,37.381447969,78.938368752
